id,title,sector_name,administrative_level,estimated_cost,investment_status,project_status,category,sub_sector
2582,Réalisation de forage muni d’abreuvoir et ou marres,Autre,FOO,5000000,p,N,Accès à l'eau,Forage + abreuvoir
78,Réalisation de forage pastorale,Autre,ALITOKOUM,5000000,p,N,Accès à l'eau,Forage simple
2073,Réalisation  de forage photovoltaïque,Autre,SONATÉ,5000000,p,N,Accès à l'eau,Forage simple
289,Réalisation de forage pour le camp peulh,Autre,PÉNESSOULOU,5000000,p,N,Accès à l'eau,Forage simple
1500,"Réalisation de forages dans chacune des localité de : Gbéba, Kakouro, Gbéba-gourou, Toutouré",Autre,GBÉBA DE PEHUNCO,5000000,p,N,Accès à l'eau,Forage simple
358,Réalisation delà retenue d'eau,Autre,NÉGANZI,5000000,p,N,Production végétale,Aménagement
2242,Réalisation de l’assainissement des points critiques au profit de la communauté,Autre,BATOULOU,5000000,p,N,Hygiène et assainissement (WASH),Blocs de latrines publiques modernes
2269,Réalisation de latrines moderne au profit de la communauté,Autre,ZOUNTORI,5000000,p,N,Hygiène et assainissement (WASH),Blocs de latrines publiques modernes
2247,Réalisation de latrines moderne au profit de la communauté,Autre,BATOULOU MOUNLA,5000000,p,N,Hygiène et assainissement (WASH),Blocs de latrines publiques modernes
1429,Réalisation de l'électricité hors réseau du village,Électrification rurale hors réseau,GBASSÈ,5000000,p,N,Énergie et éclairage,Électrification rurale hors réseau
406,Réalisation de lotissement,Autre,BATIN,5000000,p,N,Autre,Autre
1756,"Réalisation de module de trois classes, équipé de mobiliers avec cantine et forage à l’EPP Gorobani",Autre,PÉTONI-POHO-GOROBANI,5000000,p,N,Accès à l'eau,Forage simple
1493,"Réalisation de parcs de vaccination à : Ganrou, somparerou Gah, Nan'kininrou",Autre,SOMPARÉROU-GAH,5000000,p,N,Production animale,Parc de vaccination
1824,Réalisation de point d'eau,Autre,KPANKPANKOU,5000000,p,N,Accès à l'eau,Forage simple
2687,Réalisation de points d’eau agropastorale  à usages multiples   munis de châteaux avec panneaux solaire Equipements et/ou acquisitions diverses,Autre,GBÉROUGBASSI,5000000,p,N,Production animale,Aménagement
2677,Réalisationdepointsd’eauagropastoraleàusages multiplesmunisdechâteauxavecpanneauxsolaire𝑠+Equipementset/ouacquisitionsdiversesàSékossia,Autre,BOUCA-WOOROU,5000000,p,N,Production animale,Aménagement
597,Réalisation de pompes à motricité humaine à Kararou et koukerou,Autre,GANDO-ALAFIAROU,5000000,p,N,Autre,Autre
662,Réalisation de quatre forages photovoltaïques à usage multiples,Autre,BESSASSI-BÉA,5000000,p,N,Accès à l'eau,Forage simple
379,"Réalisation de quatre postes d'Eau à l'Aladji Kouri, Gouré karakou, sounon yama et Gnelkiradjè,",Autre,GNELKIRADJÉ,5000000,p,N,Autre,Autre
2407,Realisation de retenu d'eau poir abreuver les animaux,Autre,GARBEY-KOARA,5000000,p,N,Production animale,Alimentation
1375,réalisation de retenue d'eau,Autre,GANDO-KOSSIKANA,5000000,p,N,Production végétale,Aménagement
310,Réalisation de retenue d'eau,Autre,ABINTAGA,5000000,p,N,Production végétale,Aménagement
945,Réalisation des caniveaux de part et d'autre de la voie à kinnoukpanou avec un ouvrage de franchisement et traitement des points critiques,Autre,KINNOU-KPAROU,5000000,p,N,Transport rural (connectivité),Caniveau
940,Réalisation des caniveaux de part et d'autre de la voie à sakanakpeba avec un ouvrage de franchisement et traitement des points critiques,Autre,SAKANA- KPÉBA,5000000,p,N,Transport rural (connectivité),Caniveau
2497,Réalisation des forages dans le village Bounkossorou et ses hameaux,Autre,GUILMARO-BOUNKOSSOROU,5000000,p,N,Accès à l'eau,Forage simple
1524,Réalisation des forages dans le village de Damouti et ses hameaux,Autre,DAMOUTI,5000000,p,N,Accès à l'eau,Forage simple
2507,Réalisation des forages dans le village de kèdékou et ses hameaux,Autre,KÈDÉKOU,5000000,p,N,Accès à l'eau,Forage simple
2502,Réalisation des forages dans le village de SINAKPAGOUROU et ses hameaux,Autre,GUILMARO-SINAKPAGOUROU,5000000,p,N,Accès à l'eau,Forage simple
2270,Réalisation des forages d'eau pour l'utilisation de la communauté et des animaux.,Autre,WARGOU,5000000,p,N,Accès à l'eau,Forage simple
2719,Réalisation des forages hydraulique améliorer l'accès à l'eau potable à tous les ménages,Autre,TCHITCHAKOU,5000000,p,N,Accès à l'eau,Forage simple
2046,Réalisation des forages hydraulique d’approvisionnement en eau potable dans les hameaux,Autre,ATCHANKOMOU,5000000,p,N,Accès à l'eau,Forage simple
880,Réalisation des infrastructures d'électrification hors réseau,Électrification rurale hors réseau,BOUNDAROU,5000000,p,N,Énergie et éclairage,Électrification rurale hors réseau
879,Réalisation des infrastructures d'électrification hors réseau,Électrification rurale hors réseau,BAKINKOURA,5000000,p,N,Énergie et éclairage,Électrification rurale hors réseau
2578,Réalisation des infrastructures d’électrification hors réseau,Électrification rurale hors réseau,PÉTONI-POHO- PARTAGO,5000000,p,N,Énergie et éclairage,Électrification rurale hors réseau
2322,Réalisation des infrastructures d’électrification hors réseau  (05 panneaux solaires),Électrification rurale hors réseau,OUÉZÉ,5000000,p,N,Énergie et éclairage,Électrification rurale hors réseau
2041,Réalisation des infrastructures d’électrification hors réseau à Taïfa,Électrification rurale hors réseau,TAÏFA,5000000,p,N,Énergie et éclairage,Électrification rurale hors réseau
51,Réalisation des infrastructures d’électrification hors réseau au profit des peulh,Électrification rurale hors réseau,SAPAHA,5000000,p,N,Énergie et éclairage,Électrification rurale hors réseau
873,Réalisation des infrastructures d'électrification hors réseau ( panneaux solaires),Électrification rurale hors réseau,KABASSIRA,5000000,p,N,Énergie et éclairage,Électrification rurale hors réseau
2313,Réalisation des infrastructures d'électrification hors réseau (panneaux solaires),Électrification rurale hors réseau,MADINA DE PRKOU1,5000000,p,N,Énergie et éclairage,Électrification rurale hors réseau
2317,Réalisation des infrastructures d’électrification hors réseau (panneaux solaires) dans plusieurs vons du quartier,Électrification rurale hors réseau,KPÉBIÉ DE PARAKOU1,5000000,p,N,Énergie et éclairage,Électrification rurale hors réseau
1752,Réalisation des infrastructures d’électrification hors réseau (panneaux solaires) dans toutes les vons du quartier,Électrification rurale hors réseau,MADINA DE DJOUGOU1,5000000,p,N,Énergie et éclairage,Électrification rurale hors réseau
1755,Réalisation des infrastructures d’électrification hors réseau (panneaux solaires) dans toutes les vons du quartier au profit de la communauté de Gorobani,Électrification rurale hors réseau,PÉTONI-POHO-GOROBANI,5000000,p,N,Énergie et éclairage,Électrification rurale hors réseau
2399,"Réalisation des ouvrage d'eau multifonctionnels pour abreuvement ,maraichage et usage domestique dans la localité de kompanti",Autre,KOMPANTI,5000000,p,N,Production animale,Alimentation
1827,Réalisation des points d'eau,Autre,NIÈKÈNÈ-BANSOU,5000000,p,N,Autre,Autre
1805,RÉALISATION DES POINTS D’EAU MUNI DES ABREVOIRS,Autre,BOROYINDÉ,5000000,p,N,Autre,Autre
259,Réalisation des points d'eau positif muni de tank dans les camps peuhls de dengou,Autre,DINGOU,5000000,p,N,Autre,Autre
229,Réalisation des points d'eau pour abreuvement des animaux au profit des éleveurs,Autre,DIÉPANI-BALIMBOLI,5000000,p,N,Production animale,Alimentation
2299,Réalisation des vons,Autre,KPAWOLOU DE NIKKI,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2330,Réalisation d'infrastructures  d'électrification,Éclairage public solaire,GAANON,5000000,p,N,Énergie et éclairage,Éclairage public solaire
2409,"Réalisation d'ouvrage d'eau multifonctionnels pour abreuvement, maraichage, et usage domestique à kéné touga",Autre,KÉNÉ-TOUNGA,5000000,p,N,Production animale,Alimentation
2244,Réalisation d’ouvrage de franchissement,Autre,BATOULOU,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2267,Réalisation d’ouvrage de franchissement reliant la communauté de Zountori et Baparapé,Autre,ZOUNTORI,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
1540,Réalisation d’un barage,Autre,GNAMPOLI,5000000,p,N,Production végétale,Aménagement
934,Réalisation d'un barrage,Autre,POURAMPARÈ,5000000,p,N,Production végétale,Aménagement
1640,Réalisation d'un barrage,Autre,TASSAYOTA,5000000,p,N,Production végétale,Aménagement
1636,Réalisation d'un barrage,Autre,KOUYA,5000000,p,N,Production végétale,Aménagement
1633,Réalisation d'un barrage,Autre,KÊYORDAKÊ,5000000,p,N,Production végétale,Aménagement
1621,Réalisation d'un barrage,Autre,KOUSSOUNOUNGOU,5000000,p,N,Production végétale,Aménagement
1618,Réalisation d'un barrage,Autre,DIDOMPÊ,5000000,p,N,Production végétale,Aménagement
1607,Réalisation d'un barrage,Autre,KOUTCHATIÉ,5000000,p,N,Production végétale,Aménagement
224,Réalisation d'un barrage au profit des éleveurs et autres,Autre,BASSILA BAKABAKA,5000000,p,N,Production animale,Aménagement
805,Réalisation d'un barrage hydro pastorale,Autre,TÉPA,5000000,p,N,Production animale,Aménagement
235,Réalisation d'un centre analyse et de prise en charge sanitaire,Autre,TIMTIM-BONGO,5000000,p,N,Autre,Autre
2596,Réalisation d’un centre d’alphabétisation,Autre,OROUBOUSSOUKOU,5000000,p,N,Education,Infrastructure d'alphabétisation
2606,Réalisation d’un château au camp peulh,Autre,TIKOU,5000000,p,N,Accès à l'eau,Forage simple
2588,Réalisation d’un château d’eau,Autre,MAKA,5000000,p,N,Accès à l'eau,Forage simple
222,Réalisation d'un château d'eau au profit du quartier de baka baka,Autre,BASSILA BAKABAKA,5000000,p,N,Accès à l'eau,Forage simple
2593,Réalisation d’un château d’eau potable,Autre,OROUBOUSSOUKOU,5000000,p,N,Accès à l'eau,Forage simple
1808,RÉALISATION d’un château d’eau pouvant desservir jusqu'à camp peulh danri,Autre,DANRI DE FOO_TANCE,5000000,p,N,Accès à l'eau,Forage simple
2604,Réalisation d’un couloir de passage,Autre,TIKOU,5000000,p,N,Production animale,Aménagement
1549,Réalisation d’un couloir de passage,Autre,YINSIGA,5000000,p,N,Production animale,Aménagement
1806,RÉALISATION D’UN COULOIR DE PASSAGE,Autre,BOROYINDÉ,5000000,p,N,Production animale,Aménagement
2011,Réalisation d'un couloir de passage des animaux,Autre,GBÉNIKI,5000000,p,N,Production animale,Aménagement
2589,Réalisation d’un couloir de passage des animaux,Autre,MAKA,5000000,p,N,Production animale,Aménagement
2594,Réalisation d’un couloir de passage des animaux,Autre,OROUBOUSSOUKOU,5000000,p,N,Production animale,Aménagement
53,Réalisation d’un couloir de passage des bœuf à sapaha,Autre,SAPAHA,5000000,p,N,Production animale,Aménagement
1525,Réalisation d’un couloir de passage et ses hameaux,Autre,DAMOUTI,5000000,p,N,Production animale,Aménagement
2500,Réalisation d'un couloir de passage plus aire de pâturage,Autre,GUILMARO-BOUNKOSSOROU,5000000,p,N,Production animale,Aménagement
2505,Réalisation d'un couloir de passage plus aire de pâturage,Autre,GUILMARO-SINAKPAGOUROU,5000000,p,N,Production animale,Aménagement
2510,Réalisation d'un couloir de passage plus aire de pâturage,Autre,KÈDÉKOU,5000000,p,N,Production animale,Aménagement
1810,RÉALISATION d’un couloir de passage plus aire de pâturage,Autre,DANRI DE FOO_TANCE,5000000,p,N,Production animale,Aménagement
2647,Réalisation d’un couloir de passage pour animaux,Autre,TIGNINTI,5000000,p,N,Production animale,Aménagement
2642,Réalisation d’un couloir de passage pour bétail,Autre,KOUATIDABIRGOU,5000000,p,N,Production animale,Aménagement
2630,Réalisation d’un couloir de passage pour les animaux,Autre,NODI,5000000,p,N,Production animale,Aménagement
133,Réalisation d’un couloir de passage pour les boeufs,Autre,TÈKÈ-TÉROU,5000000,p,N,Production animale,Aménagement
804,Réalisation d'une pompe à motricité humaine,Autre,TÉPA,5000000,p,N,Autre,Autre
632,Réalisation d'une pompe à motricité humaine,Autre,SINANIMOIN,5000000,p,N,Autre,Autre
1582,Réalisation d'une retenue d'eau,Autre,NATIÉNI,5000000,p,N,Production végétale,Aménagement
1642,Réalisation d'une retenue d'eau,Autre,TASSAYOTA,5000000,p,N,Production végétale,Aménagement
1121,Réalisation d'une retenue d'eau,Autre,YANGUÉRI,5000000,p,N,Production végétale,Aménagement
1692,Réalisation d'une retenue d'eau,Autre,KOUKPINTIEGOU,5000000,p,N,Production végétale,Aménagement
1071,Réalisation d'une retenue d'eau,Autre,KPAKO-GBABI,5000000,p,N,Production végétale,Aménagement
1859,Réalisation d'une retenue d'eau,Autre,GNANGOU,5000000,p,N,Production végétale,Aménagement
1864,Réalisation d'une retenue d'eau,Autre,TAPOGA,5000000,p,N,Production végétale,Aménagement
1681,Réalisation d'une retenue d'eau,Autre,NIORO- KOLINA,5000000,p,N,Production végétale,Aménagement
1664,Réalisation d'une retenue d’eau,Autre,WOLO,5000000,p,N,Production végétale,Aménagement
1670,Réalisation d'une retenue d’eau,Autre,TABA,5000000,p,N,Production végétale,Aménagement
750,Réalisation d'une retenue d'eau à but agro-pastoral,Autre,PÉONGA,5000000,p,N,Production animale,Aménagement
734,Réalisation d'une retenue d'eau agro-pastoral,Autre,ANGARADÉBOU DE PÉONGA,5000000,p,N,Production animale,Aménagement
638,Réalisation d'une retenue d'eau agro-pastorale dans la rivière LOUKOUKOÏ,Autre,BOA,5000000,p,N,Production animale,Aménagement
654,Réalisation d'une retenue d’eau agropastorale entre GNEL DJOBO et KORODJI,Autre,KORODJI,5000000,p,N,Production animale,Aménagement
648,Réalisation d'une retenue d’eau agropastorale entre GNEL DJOBO et KORODJI,Autre,GNEL-DJOBO,5000000,p,N,Production animale,Aménagement
664,Réalisation d'une retenue d’eau agropastorale pour les animaux,Autre,BESSASSI-BÉA,5000000,p,N,Production animale,Aménagement
1699,Réalisation d'une retenue d'eau à koutannougou,Autre,KOUTCHA-KOUMAGOU,5000000,p,N,Production végétale,Aménagement
728,Réalisation d'une retenue d'eau à Lou (cours d'eau zoné soanan,Autre,LOU,5000000,p,N,Production végétale,Aménagement
1587,Réalisation d'une retenue d'eau à Okouaro,Autre,OKOUARO,5000000,p,N,Production végétale,Aménagement
2220,Réalisation d'une retenue d'eau au profit des éleveurs,Autre,MORWATCHOHI,5000000,p,N,Production animale,Aménagement
2628,Réalisation d'une retenue d’eau à usage multiples,Autre,NODI,5000000,p,N,Production végétale,Aménagement
83,Réalisation d'une retenue d'eau et installation d'un aménagement hydrauagricol,Autre,AKPADÈ,5000000,p,N,Production végétale,Aménagement
1627,Réalisation d'une retenue d'eau par surcreusement,Autre,KOUTAYAGOU,5000000,p,N,Production végétale,Aménagement
2518,Réalisation d'une retenue d'eau pour abreuver les animaux et pour le maraîchage,Autre,MANTCHARI,5000000,p,N,Production animale,Alimentation
1569,Réalisation d'une retenue d'eau pour l'abreuvage des animaux et le maraîchage dans le village de Natchénté,Autre,NATCHÉNTÉ,5000000,p,N,Production animale,Alimentation
2515,Réalisation d'une retenue d'eau pour l'abreuvage des animaux et pour le maraîchage,Autre,DISSAPOLI,5000000,p,N,Production animale,Alimentation
52,Réalisation d’une retenue d’eau pour l’abreuvement des animaux,Autre,SAPAHA,5000000,p,N,Production animale,Alimentation
2096,Réalisation d'une retenue d’eau pour l’abreuvement des animaux et les activités connexe,Autre,AWANLA,5000000,p,N,Production animale,Alimentation
956,Réalisation d'une retenue d'eaux,Autre,GAH-WINRA,5000000,p,N,Production végétale,Aménagement
589,Réalisation d'une route en laterite Diguidirou-Diguidirou-Peulh,Autre,DIGUIDIROU -PEULH,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2392,Réalisation d’un étang piscicole,Autre,TONDIKOARIA,5000000,p,N,Production végétale,Aménagement
209,Réalisation d'une unité de pompage en eau au profit des éleveurs pour abreuvage des animaux,Autre,APPI,5000000,p,N,Production animale,Alimentation
1499,"Réalisation d'un forage agropastoral à Kakouro au profit des éleveurs de Sonnin, de Kakouro, de karassanda",Autre,GBÉBA DE PEHUNCO,5000000,p,N,Accès à l'eau,Forage simple
2216,Réalisation d'un forage agro pastorale,Autre,GAH,5000000,p,N,Accès à l'eau,Forage simple
2221,Réalisation d'un forage agro pastorale au profit des éleveurs,Autre,MORWATCHOHI,5000000,p,N,Accès à l'eau,Forage simple
1051,Réalisation d'un forage à usage multiple dans le village,Autre,BANITÈ-KOUBÉRI,5000000,p,N,Accès à l'eau,Forage simple
1056,Réalisation d'un forage à usage multiple dans le village,Autre,KANTORO,5000000,p,N,Accès à l'eau,Forage simple
2047,Réalisation d’un forage pastorale,Autre,ATCHANKOMOU,5000000,p,N,Accès à l'eau,Forage simple
2211,Réalisation d'un forage pastorale muni d’abreuvoir au profit des éleveurs,Autre,FOUNGA,5000000,p,N,Accès à l'eau,Forage + abreuvoir
2111,Réalisation d'un forage pour l’approvisionnement en eau potable,Autre,KOUKOULOUNDA,5000000,p,N,Accès à l'eau,Forage simple
2104,Réalisation d'un forage pour l’approvisionnement en eau potable,Autre,KASSUA-ALLAH,5000000,p,N,Accès à l'eau,Forage simple
2119,Réalisation d'un forage pour l’approvisionnement en eau potable des ménages,Autre,KPÉLOUDÈ,5000000,p,N,Accès à l'eau,Forage simple
2117,Réalisation d'un forage pour l’approvisionnement en eau potable des ménages,Autre,KPÉLITÉ,5000000,p,N,Accès à l'eau,Forage simple
2592,Réalisation d’un magasin de stockage,Autre,OROUBOUSSOUKOU,5000000,p,N,Infrastructure marchande,Magasin de stockage
459,Réalisation d'un micro barrage,Autre,KIRICOUBÈ,5000000,p,N,Production végétale,Aménagement
689,Réalisation d’un micro – barrage à Guido nourou,Autre,GUEMA,5000000,p,N,Production végétale,Aménagement
2599,Réalisation d’un mini barrages,Autre,TANCÉ,5000000,p,N,Production végétale,Aménagement
2043,Réalisation d’un module,Autre,TAÏFA,5000000,p,N,Autre,Autre
2039,Réalisation d’un module de deux classes avec cantine pour la maternelle de la communauté de Kilir,Autre,KILIR,5000000,p,N,Education,Module de deux (2) salles de classe pour les écoles maternelles
2640,Réalisation d’un module de trois classe plus bureau et magasin,Autre,KOUATIDABIRGOU,5000000,p,N,Education,Bureau d'école primaire
2372,Réalisation d'un muni barrage pour abreuver les animaux à Massy -Gourma,Autre,MAMASSY-GOURMA,5000000,p,N,Production animale,Alimentation
2261,Réalisation d'un ouvrage de franchissement de la communauté de Servessi et le camp peulh,Autre,SEHVESSI,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2249,Réalisation d'un ouvrage de franchissement entre la communauté de Batoulou Mounla et la communauté de Kpatouhou,Autre,BATOULOU MOUNLA,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
1526,Réalisation d’un ouvrage de franchissement sur la piste Damouti-Goutéré,Autre,DAMOUTI,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2044,Réalisation d’un ouvrage de franchissement vers le CEG 3,Autre,TAÏFA,5000000,p,N,Education,Salles de classes pour les collèges et lycées
1058,Réalisation d'un parc de contention avec forage équippé d’abreuvoir,Autre,KANTORO,5000000,p,N,Accès à l'eau,Forage + abreuvoir
2556,Réalisation d’un parc de vaccination,Autre,KOUDAHONGOU,5000000,p,N,Production animale,Parc de vaccination
2567,Réalisation d'un point d’eau,Autre,IKOUNGA,5000000,p,N,Autre,Autre
2667,Réalisationd'unpointd’eauagropastoraleàusagesmultiplesàGourèAhidjomunidechâteauavecpanneauxsolaire𝑠 +Equipementset/ou acquisitions diverses,Autre,ADA-KPANÉ,5000000,p,N,Production animale,Aménagement
2605,Réalisation d’un point d’eau à l’EPP TIKOY,Autre,TIKOU,5000000,p,N,Education,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires
2538,Réalisation d’un point d’eau à usage multifonctionnel à Dibéteni,Autre,DITCHENDIA,5000000,p,N,Autre,Autre
2553,Réalisation d’un point d’eau à usage multifonctionnel à Koudawongou,Autre,KOUDAHONGOU,5000000,p,N,Autre,Autre
2542,Réalisation d’un point d’eau à usage multifonctionnel à kouwangou,Autre,KOUMONTCHIRGOU,5000000,p,N,Autre,Autre
2373,Réalisation d'un point d'eau à usage multiple à Banikani,Autre,BANIKANI,5000000,p,N,Accès à l'eau,Forage simple
1913,Réalisation d'un point d'eau multifonctionel,Autre,KOUWETAKOUANGOU,5000000,p,N,Accès à l'eau,Forage simple
1918,Réalisation d'un point d'eau multifonctionel,Autre,TAKPANTA,5000000,p,N,Accès à l'eau,Forage simple
2517,Réalisation d'un point d'eau multifonctionnel,Autre,MANTCHARI,5000000,p,N,Accès à l'eau,Forage simple
592,Réalisation d'un point d'eau multifonctionnel,Autre,SOMBIRIKPÉROU,5000000,p,N,Accès à l'eau,Forage simple
1620,Réalisation d'un point d'eau multifonctionnel,Autre,KOUSSOUNOUNGOU,5000000,p,N,Accès à l'eau,Forage simple
1616,Réalisation d'un point d'eau multifonctionnel,Autre,DIDOMPÊ,5000000,p,N,Accès à l'eau,Forage simple
2562,Réalisation d'un point d'eau multifonctionnel,Autre,TIPAOTI,5000000,p,N,Accès à l'eau,Forage simple
1625,Réalisation d'un point d'eau multifonctionnel,Autre,KOUTAYAGOU,5000000,p,N,Accès à l'eau,Forage simple
2522,Réalisation d'un point d'eau multifonctionnel,Autre,OUKOUNSÉRIHOUN,5000000,p,N,Accès à l'eau,Forage simple
1933,Réalisation d'un point d'eau multifonctionnel,Autre,KOUSSOUCOINGOU,5000000,p,N,Accès à l'eau,Forage simple
1746,Réalisation d'un point d’eau multifonctionnel,Autre,GOGONIGA,5000000,p,N,Autre,Autre
833,Réalisation d’un point d’eau multifonctionnel,Autre,SANSI,5000000,p,N,Autre,Autre
50,Réalisation d’un point d ́eau  multifonctionnel,Autre,SAPAHA,5000000,p,N,Autre,Autre
1576,Réalisation d'un point d'eau multifonctionnel à dipoli centre.,Autre,DIPOLI,5000000,p,N,Accès à l'eau,Forage simple
1566,Réalisation d'un point d'eau multifonctionnel à Ipantipani,Autre,NATCHÉNTÉ,5000000,p,N,Accès à l'eau,Forage simple
2512,Réalisation d'un point d'eau multifonctionnel à Lengbémon,Autre,DISSAPOLI,5000000,p,N,Accès à l'eau,Forage simple
1596,Réalisation d’un point d’eaumultifonctionnel à usage agropastoral avec ouvrage de prise  et système solaire d’exploitation,Autre,KOUKOUATCHIENGOU,5000000,p,N,Production animale,Aménagement
2532,Réalisation d’un point d’eau multifonctionnel à usage agropastoral avec ouvrages de prise et système solaire d'exploitation,Autre,KOUTAGOU,5000000,p,N,Production animale,Aménagement
2193,Réalisation d'un point d'eau multifonctionnel à usage agro-pastorale avec ouvrages de prise et système solaire d'exploitation,Autre,KPAKPALARÉ,5000000,p,N,Accès à l'eau,Forage simple
2389,Réalisation d’un point d’eau multifonctionnelle à usage agropastoral avec ouvrage de prise et système d'exploitation solaire à TONDIKOARIA.,Autre,TONDIKOARIA,5000000,p,N,Production animale,Aménagement
2102,Réalisation d'un point d’eau pour l’approvisionnement en eau potable des ménages,Autre,KANTÈ,5000000,p,N,Accès à l'eau,Forage simple
2557,Réalisation d’un point d’un point d’eau multifonnnel à koutchédougou,Autre,KOUMAGOU,5000000,p,N,Autre,Autre
272,Réalisation d'un poste d'eau potable équipée de panneaux photovoltaïques,Autre,TCHÉTOU,5000000,p,N,Accès à l'eau,Poste d'eau autonome (PEA)
818,Réalisation d'un retenu d'eau,Autre,OUROUMONSI- PEULH,5000000,p,N,Autre,Autre
286,Réalisation d'un retenue d'eau,Autre,NAGAYILÉ,5000000,p,N,Production végétale,Aménagement
2268,Réalisation d'un retenue d’eau au profit des éleveurs,Autre,ZOUNTORI,5000000,p,N,Production animale,Aménagement
2262,Réalisation d'un retenue d’eau au profit des éleveurs de la communauté,Autre,SEHVESSI,5000000,p,N,Production animale,Aménagement
2253,Réalisation d'un retenue d’eau au profit des jeunes éleveurs,Autre,DÉNDOUGOU,5000000,p,N,Production animale,Aménagement
1597,Réalisation d’un surcresement de mar racordé à un abreuvoir pour les animaux et équipé d’une prise d’eau pour le maraîchage avec un poste d’eau équipé de système photovoltaïque,Autre,KOUKOUATCHIENGOU,5000000,p,N,Production animale,Alimentation
1658,Réalisation d'un surcreusement,Autre,KOUWOTCHIRGOU,5000000,p,N,Production végétale,Aménagement
1520,Réalisation d'un surcreusement à Fouro,Autre,SAYAKROU – GAH,5000000,p,N,Production végétale,Aménagement
1502,Réalisation d'un surcreusement à Gbeba gourou et à Sonnin au profit des éleveurs,Autre,GBÉBA DE PEHUNCO,5000000,p,N,Production animale,Aménagement
2648,Réalisation d’un surcreusement de mare raccordé à un abreuvoir pour bétail et réalisation d'un poste d’eau autonome,Autre,KOUTIE,5000000,p,N,Production animale,Alimentation
2638,Réalisation d’un surcreusement de mare raccordé à un abreuvoir pour bétail et réalisation d'un poste d’eau autonome (forage plus château d’eau plus born fontaine),Autre,KOUATIDABIRGOU,5000000,p,N,Accès à l'eau,Forage + abreuvoir
2568,Réalisation d’un surcreusesement,Autre,IKOUNGA,5000000,p,N,Autre,Autre
1812,RÉALISATION d’un terrain de football,Autre,DANRI DE FOO_TANCE,5000000,p,N,Sport et loisirs,Terrain de football
1530,Réalisation du pont de franchissement de KPAKOU-TANKONGA,Autre,FOO-MAMA,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
1537,Réalisation du pont de KPAKOU-TANKONGA,Autre,SÉRI,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
1534,Réalisation du pont de KPAKOU-TANKONGA traversé par un cours d’eau large de 18 mètres au profit des communautés de KPAKOU-TANKONGA OUROU-FINA  SERI,Autre,OUROUFINA,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
1531,Réalisation du pont de KPAKOU-TANKONGA traversé par un cours d’eau large de 18 mètres au profit des communautés de KPAKOU-TANKONGA OUROU-FINA SERI,Autre,KPAKOU-TANKONGA,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2092,Réaliser 05 forage hydraulique pour l'approvisionnement des ménages en eau potable,Autre,ASSARADÈ,5000000,p,N,Accès à l'eau,Forage simple
276,Réaliser de retenue d'eau,Autre,TCHÉTOU,5000000,p,N,Production végétale,Aménagement
1155,Réaliser des forages d'eau potable,Autre,GOUN-GOUN,5000000,p,N,Accès à l'eau,Forage simple
1825,Réaliser les points d'eau,Autre,KPÉSSOUROU,5000000,p,N,Autre,Autre
1160,Réaliser une retenue d'eau,Autre,SOROKO,5000000,p,N,Production végétale,Aménagement
1166,Réaliser une retenue d'eau,Autre,GBÉNIKI DE SOROKO,5000000,p,N,Production végétale,Aménagement
1173,Réaliser une retenue d'eau,Autre,MÉKROU,5000000,p,N,Production végétale,Aménagement
2153,Réaliser une retenue d’eau (barrages),Autre,ATCHANKPA-KOLAH,5000000,p,N,Production végétale,Aménagement
2721,Réaliser une retenué d'eau et un aménagement hydroagricol pour lancer les jeunes vers les activités de contre saison et fournir de l'eau au bétail,Autre,TCHITCHAKOU,5000000,p,N,Infrastructure marchande,Marché de bétail
2164,Réaliser une retenue d’eau munie d’un aménagement hydro agricoles de grande envergure,Autre,OURAMARÉ,5000000,p,N,Production végétale,Aménagement
2051,Réaliser un forage hydraulique d’approvisionnement en potable dans les hameaux,Autre,PAMOU,5000000,p,N,Accès à l'eau,Forage simple
279,Réaliser un poste d'eau autonome,Autre,YARI,5000000,p,N,Autre,Autre
1645,Réalisé un point d'eau dans le village,Autre,KOUSSETIEGOU,5000000,p,N,Accès à l'eau,Forage simple
1646,Réalisé un surcreusement pour l'abrevage des animaux,Autre,KOUSSETIEGOU,5000000,p,N,Production animale,Aménagement
1675,Réaménagement de la maternité et de la pharmacie de pénélan,Autre,PÉNÉLAN,5000000,p,N,Santé,Lits de maternité et d'hospitalisation
607,Réaménagement de la piste gah gbérou-sinagourou frontière,Autre,GAN -GBÉROU,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
834,Réaménagement de l’école primaire,Autre,SANSI,5000000,p,N,Education,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires
